country,source,sector,gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ANNEXI,UNFCCC_AI,Agriculture,Aggregate GHGs,1706.8365567298467,1651.3212612574862,1611.846173829027,1597.0659720900258,1564.6518550221865,1540.2150590307192,1530.2925594730352,1501.7233691113015,1488.6588435282144,1471.068123016209,1459.0733895648527,1458.235299449897,1450.1477673915244,1438.0393665624324,1442.8751280854283,1435.0174733366612,1424.2530640751424,1440.7554067961164,1431.3227088497408,1420.932519775583,1416.8122258648373,1421.9464775566216,1419.056087138034,1457.9161953481585,1468.7115348518291,1468.221104637051,1475.2262358536273,1496.590619492574,1514.0671083252223,1493.6258869315086,1481.7895725659791,1416.969418521486
ANNEXI,UNFCCC_AI,Agriculture,CH4,931.0416661886518,915.0110357746798,899.6766986107259,888.4170047943312,882.2725917029114,870.5779785040125,859.9516089159615,838.88796363151,829.9113801024123,821.1631595315321,817.5742454242113,808.2887801113436,804.1973242839928,796.2896666857799,786.5944858033758,791.3934835705783,784.81464226937,791.9147330160828,778.5009812632687,773.5710009802871,769.6893577250827,764.7509473425605,769.6661862225252,767.2009405923616,767.200888065414,773.792895348443,780.5337134482271,789.4661428751366,793.7539387428352,787.52937490375,786.9116801268565,730.1537956527467
ANNEXI,UNFCCC_AI,Agriculture,CO2,41.67411332294793,36.66272299375643,33.29678609257436,30.24402048168136,26.88256483681158,26.80954204309521,25.2649812643192,25.547707819510485,26.01289165556826,25.86550738463129,26.117160669231097,26.02572137535403,26.74419606852854,27.04643984120426,26.174845783542313,26.79260154872369,26.148680080440947,27.012332782518772,27.318986140389754,25.70025886423834,27.567200821063935,27.32326673409689,30.40175277911974,28.91957157993371,29.319640532687032,29.389942219506608,29.730667006415963,29.981535641931504,29.105956430062726,28.534870718469875,30.943789562495922,27.7732066370763
ANNEXI,UNFCCC_AI,Agriculture,N2O,734.1207772182471,699.6475024890497,678.8726891257269,678.4049468140131,655.4966984824634,642.8275384836115,645.0759692927546,637.2876976602811,632.7345717702337,624.0394561000456,615.3819834714102,623.9207979631994,619.2062470390031,614.7032600354482,630.1057964985104,616.8313882173592,613.2897417253314,621.8283409975148,625.5027414460824,621.6612599310573,619.5556673186909,629.8722634799642,618.9881481363891,661.7956831758631,672.1910062537282,665.0382670691014,664.961855398984,677.1429409755058,691.2072131523242,677.5616413092889,663.934102876627,659.0424162316629
ANNEXI,UNFCCC_AI,Energy,Aggregate GHGs,15222.331941806584,14955.85079546164,14477.487128369135,14323.50415081086,14108.731341488467,14164.166375464945,14463.130445197767,14348.676294826437,14342.488575009502,14378.570398559976,14602.074826671853,14620.363277460603,14638.753286187362,14878.16782380439,14982.703043069807,15029.49213189421,15013.521493295259,15119.383331578996,14797.625139634896,13880.535423751571,14296.217327281754,14128.61136986741,13927.497403508565,13899.31389141548,13667.367447593218,13492.745371942685,13324.914458134073,13335.453667473495,13445.53462430516,13101.452035826449,11981.27153886908,12210.267248100363
ANNEXI,UNFCCC_AI,Energy,CH4,1115.7581109836108,1080.4723912886648,1050.157826743252,1014.8881212680892,977.4568164639422,961.4464275570201,956.4269190404601,954.8743439048408,931.2907796209288,921.2572795938922,902.6545897390333,895.5885846677866,867.557784769062,874.1968595171201,872.0015668337285,864.7172807851751,873.7160388349126,866.8785657224976,876.1534429245575,830.328658461108,840.7701359872432,826.9792400035221,809.4714002905173,804.9287575800483,787.3336186994454,762.8080784659609,729.1642342590933,738.3219117784879,751.6999831471962,739.0815296629755,693.2676790643812,661.962653013348
ANNEXI,UNFCCC_AI,Energy,CO2,13980.855022664673,13750.120433472806,13301.490691984505,13180.91244014868,13001.558034610958,13068.878035275531,13370.167638414187,13255.393034948684,13271.832563091208,13320.430101265463,13563.19968143184,13590.803914945951,13638.88293829234,13871.364015448258,13978.95165383694,14036.419774811782,14011.435585488938,14126.37597090596,13798.648231482415,12934.39434757778,13339.00086809583,13187.968566970481,13010.888395957574,12987.617428084788,12775.253325370177,12628.549810455243,12496.668730303969,12499.440251468824,12597.923512853697,12269.381456517367,11202.35859729777,11461.716833589844
ANNEXI,UNFCCC_AI,Energy,N2O,125.7188081582992,125.25797070016863,125.83860964138069,127.70358939409059,129.71649041356466,133.84191263239714,136.53588774311947,138.40891597291468,139.36523229736605,136.8830177006206,136.22055550097767,133.97077784686775,132.31256312596116,132.60694883901198,131.74982239913638,128.35507629725353,128.36986897140739,126.12879495054047,122.82346522792447,115.81241771268373,116.44632319868424,113.66356289340439,107.1376072604725,106.7677057506422,104.78050352359563,101.3874830214836,99.08149357101091,97.69150422618446,95.91112830426995,92.9890496461088,85.64526250692772,86.58776149716954
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,Aggregate F-gases,269.81881743084136,263.3833875722861,255.21259722497535,248.34287243945545,255.52959191191349,286.3263652583206,298.13904666983524,311.1114038622854,324.8218314955385,307.3762688542706,307.91535468509915,287.2743249252094,288.34784173402255,280.0027856348785,292.0482334677717,302.7566797886767,310.8397522053897,327.229654128057,336.0919460970296,324.2181838487286,342.59866136383255,354.13529388181223,370.46874600338407,380.9112009422204,390.2510278561628,386.54578189895074,394.03070320529616,406.687170718065,413.5596750415835,411.20218281675017,411.9772964705949,403.58200625313145
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,Aggregate GHGs,1509.4519962922554,1421.0775828255778,1370.9274749673677,1311.2456124584032,1320.1299822085612,1373.8050637898602,1373.520535557474,1389.09373498976,1349.3138765329027,1320.2917676250518,1349.9865002373535,1288.2874273341906,1287.9348341239304,1302.2681412366474,1356.506036783483,1358.2691759046793,1390.0052618245008,1429.4338917680102,1367.1619155160788,1174.0631849551116,1270.5994329281593,1304.0397512762152,1302.721086720331,1308.5566231861549,1318.276806865163,1295.5300051989068,1295.3536687919054,1317.8804514865951,1330.4325167658749,1311.267049599297,1292.7111048921013,1301.2229446608412
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,CH4,4.471960231621191,4.129419929571426,4.03021505242178,3.8622592685326187,3.8582434246458837,3.763672191724069,3.664650421034869,3.8641101058868346,3.784822456404121,3.934434597560208,4.104545297344796,4.692813119612426,5.485950927969744,6.221527605640302,7.0950309509865175,6.355826970555727,6.241267336093617,6.277882913314054,4.74755696796765,3.3832135688322396,4.055326388110226,5.486717898168029,5.030448210643654,3.8204426904389637,3.7152776521732127,3.6329419548668964,3.7497908670864435,4.682097114862978,6.246721564342798,6.658881642135622,6.7742842240888805,7.198918727947374
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,CO2,1063.572089238349,988.7362379817357,952.6435539311295,904.9807774013464,901.2020245809447,921.2868864765466,903.5048974797377,916.7172799764223,893.0611386877581,908.1626776151952,932.6124002098798,897.8647673780899,899.3656385500416,921.6624794748695,961.1322585496746,950.9138429817092,982.6160002250358,1001.6825511769982,950.6112900084222,784.0389972310555,867.4059155832456,887.3150117137327,877.2820773229374,878.7630052301852,878.6712361168168,861.2104462711682,852.9562238374126,862.1459474952062,863.4231777747232,849.0356371705859,827.810868869987,847.7910090966175
ANNEXI,UNFCCC_AI,Industrial Processes and Product Use,N2O,171.58912939144392,164.82853734198446,159.0411087588411,154.0597033490688,159.54012229105686,162.42813986326888,168.21194098686644,157.40094104516552,127.64608389320225,100.81838655802582,105.35420004502953,98.45552191127918,94.73540291189647,94.38134852125903,96.23051381505067,98.24282616373803,90.30824205798174,94.24380354964067,75.71112244265964,62.42279030649523,56.5395295929711,57.102727782502235,49.93981518336581,45.06197432331048,45.63926524001005,44.140835073921124,44.616950882110196,44.36523615846137,47.202942385225356,44.37034796982518,46.14865532743041,42.65101058314498
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",Aggregate GHGs,-1232.392644517826,-1345.0405899332166,-1379.6733628757243,-1436.9297415971832,-1546.7212024272444,-1631.8529614448764,-1739.4198047586715,-1799.0260460237153,-1851.0677717941476,-1895.61814972698,-1819.850931976408,-1930.930530561225,-1845.2991995693571,-1877.0526402547584,-1798.2831229955086,-1823.5922874944258,-1874.8492793268956,-1790.9558772681219,-1862.5622639755152,-1935.6934649119812,-1996.0555883804982,-1983.7788924120698,-2010.2443701934792,-1913.7650276637914,-1969.300541959651,-1758.4501471704677,-1961.8265239071807,-1862.352848457583,-1813.7057758457863,-1714.2915762796415,-1808.427742016879,-1663.3613984788844
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CH4,118.65097284429267,115.84189828131113,113.1376154271043,111.38122367586062,115.69563232545303,113.30599725765683,115.16496137846107,112.41233278818379,117.33165130768364,115.77004447279447,123.54707195099097,115.24863988579425,125.26745391485329,125.52695356326063,127.08279221468673,123.61080057743021,124.99512683537188,126.31527014266395,121.4225918021283,125.6490166503001,115.64392466414739,119.08450628635276,119.34690799201904,117.14748708891432,117.03588393967357,130.40094279559548,117.73285961649717,128.85518397325518,125.48058032872535,118.83711444906118,122.7831948424282,118.31427160643996
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",CO2,-1386.0171516807357,-1500.0035035730975,-1530.436540765453,-1585.5919782526814,-1700.7206549718915,-1780.8864596472927,-1893.3891040293506,-1946.765597613954,-2008.5241448745528,-2049.7476718718053,-1986.0856214995729,-2084.7003642783166,-2015.0564716547306,-2046.3511255763522,-1973.2051680726709,-1993.989758399941,-2045.23461575998,-1963.825015608567,-2028.2231234924375,-2111.5409372622244,-2146.992310745197,-2141.1503493479086,-2168.048685619673,-2068.1594311670615,-2122.6524630610447,-1936.8942953020814,-2116.868241911023,-2033.3065034078536,-1983.2193609494066,-1874.3360755141584,-1973.7629987009373,-1825.8541379948006
ANNEXI,UNFCCC_AI,"Land Use, Land-Use Change and Forestry",N2O,34.973534318617055,39.12101535856981,37.62556246262454,37.28101297963741,38.30382021919404,35.72750094475934,38.804337892218314,35.32721880205505,40.12472177272149,38.35947767203128,42.68761757217366,38.52119383129728,44.489818170520344,43.77153175833317,47.839252862475604,46.78667032808496,45.39020959771245,46.553868197781114,44.23826771479409,50.19845569994331,35.292797700551304,38.28695064948557,38.4574074341747,37.246916414355795,36.316037161719926,48.04320533601841,37.308858387345126,42.098470977015396,44.03300477489485,41.20738478545577,42.552061841630064,44.17846790947604
