Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cambodia,KHM,Oil,GCP,CO2,0.2345,0.28579,0.30778,0.38838,0.3045,0.30411,0.34075,0.35174,0.3664,1.2822,1.1212,0.19419,0.076944,0.087936,0.047632,0.047632,0.047632,0.047632,0.047632,0.029312,0.28579,0.30045,0.33709,0.3664,0.41037,0.4177,0.43235,0.43602,0.45067,0.45067,1.2604,1.3044,1.3484,1.385,1.4253,1.4986,1.5169,1.4656,1.876,1.8943,2.0005,2.235,2.1508,2.2534,2.2424,2.2094,2.8469,3.4368,3.5171,4.1733,4.6093,4.7449,4.957,4.9208,5.0966,5.6048,6.5452,6.6223,7.2547,9.1327,9.3212,9.4144,9.6419,9.8515
Cambodia,KHM,Total fossil fuels and cement,GCP,CO2,0.2345,0.28579,0.30778,0.38838,0.33713,0.37739,0.43968,0.38838,0.46166,1.3153,1.1542,0.21984,0.0916,0.087936,0.047632,0.047632,0.047632,0.047632,0.047632,0.029312,0.28579,0.30045,0.33709,0.3664,0.41037,0.4177,0.43235,0.43602,0.45067,0.45067,1.2604,1.3044,1.3484,1.385,1.4253,1.4986,1.5169,1.4656,1.876,1.8943,2.0005,2.235,2.1508,2.2534,2.2424,2.2094,2.8469,3.4895,3.936,4.5794,5.0637,5.2747,5.5757,5.6257,6.699,8.1894,10.6472,12.0876,13.9338,18.6293,19.0342,19.2482,19.6086,20.1784
Cameroon,CMR,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0.014537,0.069051,0.083589,0.094107,0.10539,0.1163,0.14732,0.17406,0.16853,0.23249,0.2366,0.23716,0.24098,0.27438,0,0,0,0,0.24454,0.25687,0.25617,0.21356,0.25375,0.25337,0.19545,0.22489,0.12407,0.25182,0.3001,0.34418,0.35983,0.39464,0.37582,0.37909,0.41079,0.39628,0.39258,0.44526,0.38464,0.42362,0.38562,0.4383,0.4875,0.54494,0.50374,0.65874,0.90673,0.99198,1.0966,1.0772,1.333,1.7437,1.7437,1.7437
Cameroon,CMR,Coal,GCP,CO2,0.003664,0.003664,0,0,0,0,0,0.0036349,0.003664,0.0036407,0.003664,0.003664,0.003664,0.0036491,0.003664,0.003664,0,0,0,0,0,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.0036579,0.0036622,0.003664,0.003664,0.003664,0.003664,0.0036593,0.003664,0.003664,0.003664,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Gas,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.68517,0.71129,0.58958,0.59357,0.42502,0.5093,0.58624,0.85005,0.94209,1.0113,1.1206,1.4583,1.327,1.7009,1.4033,1.317,1.1415
Cameroon,CMR,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0386,2.1709,2.3808,2.2214,2.2371,2.2225,2.2426,2.2366,2.0253,2.0059,1.8472,1.8326,1.7335,1.7063,1.8946,1.9609,1.7213,1.5845,1.4477,1.5631,1.6872,2.0364,2.0123,1.9616,2.0092,1.9634,1.6928,1.4679,1.4025,1.253
Cameroon,CMR,Oil,GCP,CO2,0.26747,0.27846,0.28946,0.30045,0.33709,0.31144,0.34442,0.45437,0.50197,0.56794,0.61922,0.73646,0.7731,0.79915,0.8647,1.0406,0.94165,1.385,1.8247,1.5828,3.6493,5.0783,6.0712,6.2764,6.0493,6.467,1.9896,1.8393,1.9058,7.3172,2.345,2.4512,2.4549,2.6088,2.642,2.9752,3.4661,2.9019,2.8359,2.6527,2.9862,2.9312,2.9495,3.3196,3.4405,3.195,3.3599,4.5727,4.3301,5.5809,5.6829,5.6572,5.1589,5.1552,5.7305,6.2134,6.0346,5.5117,5.2835,5.2384,4.989,4.9904,5.5826,5.8032
Cameroon,CMR,Total fossil fuels and cement,GCP,CO2,0.27114,0.28213,0.28946,0.30045,0.33709,0.31144,0.34442,0.458,0.50563,0.57158,0.63742,0.80918,0.86036,0.89691,0.97376,1.1605,1.089,1.559,1.9932,1.8153,3.8859,5.3191,6.3159,6.5545,6.0529,6.4706,1.9932,1.843,2.154,7.5777,2.6048,2.6684,2.7123,2.8658,4.8798,5.3747,5.9747,5.3788,5.3732,5.2194,5.5886,5.5624,5.3506,5.7046,5.6985,5.4239,5.4859,7.4094,7.3206,8.555,8.3833,8.105,7.6034,7.8495,8.7715,9.8507,9.9649,9.5859,9.8475,9.606,9.7156,9.6053,10.0458,9.9414
Canada,CAN,Cement,GCP,CO2,2.5949,2.7839,3.0855,3.1437,3.5471,3.7469,4.0013,3.5834,3.6598,3.6997,3.5616,4.0682,4.4769,4.9951,5.135,4.933,4.7672,4.7761,5.113,5.833,5.2077,5.0344,4.1822,3.9062,4.2764,5.0633,5.2697,6.2585,5.9864,6.2628,5.8232,4.7708,4.8041,4.8928,5.7693,6.5293,6.1854,6.6575,6.8283,7.1184,7.2321,6.9827,7.1483,7.2481,7.52,7.614,7.7285,7.731,6.9884,5.364,6.0054,6.0201,6.5323,5.973,5.9115,6.1848,6.1142,6.8631,6.9896,7.1951,6.7125,7.3787,6.7515,6.7515
Canada,CAN,Coal,GCP,CO2,49.6362,45.5948,47.0311,46.5988,51.9189,54.1759,52.5821,57.316,60.5776,59.1186,58.8145,55.876,62.1555,52.0141,48.5072,61.2846,59.1003,65.0323,69.5091,76.028,81.1716,83.6894,88.4445,93.5236,102.9144,99.7634,92.4867,99.0306,106.4062,106.8972,99.0049,103.9047,106.7208,98.808,102.4808,104.3094,106.2382,113.0443,119.1921,119.5149,128.9525,126.4797,123.9715,123.1015,115.5142,116.6242,114.0298,118.8209,112.6799,93.3624,95.8438,86.8348,81.5438,79.2494,76.9618,73.7194,74.0014,73.4015,61.3204,58.7771,48.5751,45.7945,38.1984,36.7693
Canada,CAN,Gas,GCP,CO2,21.537,22.966,25.9778,22.3651,34.1595,38.036,42.4218,45.0635,55.5249,58.2979,62.6251,67.4689,76.4853,81.8684,83.5164,85.9143,98.928,101.9545,104.5513,112.5727,112.0405,110.0263,110.3257,114.031,121.2308,125.2245,115.7824,119.1203,127.2031,138.4223,125.7162,125.3766,132.6618,137.7627,140.978,148.2612,155.0335,153.6913,150.4437,162.9302,173.423,165.5003,171.7547,174.2453,170.2625,169.2004,168.4523,180.7704,181.2001,174.2232,178.2685,193.9759,197.2134,204.2498,211.4649,213.6124,210.4391,216.7814,231.7308,234.9354,224.9047,230.9417,239.741,237.2692
Canada,CAN,Gas flaring,GCP,CO2,3.206,3.9938,4.6093,4.5324,4.2319,4.2099,4.2429,4.1843,4.2943,4.4737,4.8035,4.547,4.3565,4.2209,3.5357,2.6674,2.4329,2.3266,2.5318,2.9495,3.1327,2.9715,2.8616,3.0668,4.3052,5.0087,4.7412,4.7082,5.1919,4.6606,11.8349,12.1454,13.0504,13.1892,14.4584,14.7157,15.911,16.052,17.7556,16.0583,16.0368,15.4572,15.8171,15.2996,15.7902,15.4509,15.7986,15.845,15.0943,14.1703,14.4506,14.6191,15.4897,16.3647,16.5107,15.7659,13.8196,14.5403,15.2131,15.6569,16.1579,16.9712,17.4948,17.4948
Canada,CAN,Oil,GCP,CO2,115.7421,118.6623,126.2871,134.2709,143.7204,151.7482,155.8263,171.4899,179.2047,181.5292,211.3725,220.3273,233.3176,238.1747,248.9225,241.9875,233.7339,233.7009,233.8234,244.2935,241.2944,227.9081,208.641,193.8109,192.5066,186.6588,186.428,201.8644,210.8815,206.6423,212.4957,200.2727,203.2704,206.551,211.6798,214.3601,221.1161,229.1019,232.0336,234.9597,237.2315,241.0691,242.0859,257.9455,266.9753,260.9605,259.2023,265.861,257.0975,253.423,257.9045,259.433,260.8966,260.549,253.1073,254.0335,252.214,255.8025,261.6492,263.3061,228.1755,237.0829,246.2646,248.8529
Canada,CAN,Total fossil fuels and cement,GCP,CO2,192.7162,194.0007,206.9908,210.9108,237.5777,251.917,259.0744,281.637,303.2613,307.1192,341.1772,352.2874,380.7917,381.2732,389.6169,396.7868,398.9623,407.7904,415.5287,441.6768,442.8469,429.6297,414.4549,408.3385,425.2333,421.7187,404.7079,430.9821,455.6691,462.8851,458.0149,449.7561,463.4967,464.16,478.6306,491.4137,507.7287,522.0219,529.6357,543.8656,566.2614,558.3605,563.7285,580.7924,579.1628,572.8548,568.1732,591.8887,575.7699,542.8107,554.7343,563.3204,564.2212,568.8538,566.4689,565.6441,558.8716,569.603,579.0788,582.025,526.5816,540.3116,550.6116,549.299
Cape Verde,CPV,Cement,GCP,CO2,0.0036343,0.0036343,0.0036343,0.0036343,0.0072686,0.0072686,0,0,0.0036343,0.0072686,0.0072686,0.0036343,0.0036343,0.0072686,0,0,0,0,0.0070222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cape Verde,CPV,Coal,GCP,CO2,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,CPV,Oil,GCP,CO2,0.01832,0.01832,0.014656,0.010992,0.021984,0.01832,0.021984,0.01832,0.025648,0.029312,0.029312,0.032976,0.047632,0.05496,0.065952,0.076944,0.07328,0.080608,0.20152,0.24915,0.12091,0.032976,0.03664,0.03664,0.084272,0.084272,0.058624,0.080608,0.07328,0.080608,0.17954,0.16488,0.17954,0.17221,0.17587,0.19786,0.21618,0.22717,0.24182,0.28946,0.29678,0.34808,0.38106,0.41403,0.42502,0.44701,0.49464,0.50563,0.46899,0.52029,0.55693,0.61555,0.50197,0.49464,0.48731,0.49098,0.53494,0.57525,0.57158,0.63021,0.51662,0.54594,0.55498,0.53497
Cape Verde,CPV,Total fossil fuels and cement,GCP,CO2,0.021954,0.021954,0.01829,0.014626,0.029253,0.025589,0.021984,0.01832,0.029282,0.036581,0.036581,0.03661,0.051266,0.062229,0.065952,0.076944,0.07328,0.080608,0.20854,0.24915,0.12091,0.032976,0.03664,0.03664,0.084272,0.084272,0.058624,0.080608,0.07328,0.080608,0.17954,0.16488,0.17954,0.17221,0.17587,0.19786,0.21618,0.22717,0.24182,0.28946,0.29678,0.34808,0.38106,0.41403,0.42502,0.44701,0.49464,0.50563,0.46899,0.52029,0.55693,0.61555,0.50197,0.49464,0.48731,0.49098,0.53494,0.57525,0.57158,0.63021,0.51662,0.54594,0.55498,0.53497
Central African Republic,CAF,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Central African Republic,CAF,Oil,GCP,CO2,0.087936,0.087936,0.07328,0.07328,0.07328,0.087936,0.084272,0.0916,0.1832,0.18686,0.20885,0.1832,0.16854,0.16122,0.11358,0.10259,0.12824,0.12824,0.14656,0.10259,0.10626,0.13557,0.1429,0.14656,0.15022,0.16122,0.16122,0.26014,0.23083,0.24915,0.1832,0.19053,0.19419,0.19786,0.20885,0.20885,0.21251,0.21618,0.21984,0.23083,0.2345,0.24549,0.24182,0.2235,0.21984,0.21618,0.22717,0.23083,0.16488,0.16122,0.16854,0.18686,0.19053,0.11725,0.12458,0.17954,0.19786,0.21618,0.21984,0.22717,0.23816,0.24182,0.27052,0.28121
Central African Republic,CAF,Total fossil fuels and cement,GCP,CO2,0.087936,0.087936,0.07328,0.07328,0.07328,0.087936,0.084272,0.0916,0.1832,0.18686,0.20885,0.1832,0.16854,0.16122,0.11358,0.10259,0.12824,0.12824,0.14656,0.10259,0.10626,0.13557,0.1429,0.14656,0.15022,0.16122,0.16122,0.26014,0.23083,0.24915,0.1832,0.19053,0.19419,0.19786,0.20885,0.20885,0.21251,0.21618,0.21984,0.23083,0.2345,0.24549,0.24182,0.2235,0.21984,0.21618,0.22717,0.23083,0.16488,0.16122,0.16854,0.18686,0.19053,0.11725,0.12458,0.17954,0.19786,0.21618,0.21984,0.22717,0.23816,0.24182,0.27052,0.28121
Chad,TCD,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076493,0.053529,0.070064,0.077499,0.085248,0.096873,0.13562,0.14337,0.15887,0.15112,0.19762,0.19762,0.19762
Chad,TCD,Gas flaring,GCP,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054009,0.006051,0.0072012,0.0024254,0.0021753,0.00092515,0.00020003,0.0036256,0.018253,0.13862,0.15507,0.15993,0.16953,0.21326,0.12867,0.10952,0.10017,0.14734,0.19451,0.25338,0.30626,0.44911,0.50034,0.43909,0.39715,0.31959,0.28144,0.33641,0.41746,0.39772
Chad,TCD,Oil,GCP,CO2,0.05496,0.051296,0.084272,0.0916,0.098928,0.10626,0.084272,0.11725,0.12458,0.16122,0.12458,0.15022,0.12091,0.16122,0.15022,0.1832,0.1832,0.19786,0.19419,0.20152,0.20885,0.20885,0.20518,0.20518,0.21618,0.17954,0.18686,0.19786,0.065952,0.10259,0.37739,0.38472,0.4067,0.40304,0.4067,0.42136,0.43602,0.45067,0.46166,0.47632,0.48731,0.50197,0.5093,0.74379,0.74746,0.76578,0.79142,0.8757,0.74379,1.1065,1.1358,1.1248,1.4949,1.7551,1.799,1.8173,1.7772,1.7695,1.843,1.821,1.9239,2.1361,2.3896,2.484
Chad,TCD,Total fossil fuels and cement,GCP,CO2,0.05496,0.051296,0.084272,0.0916,0.098928,0.10626,0.084272,0.11725,0.12458,0.16122,0.12458,0.15022,0.12091,0.16122,0.15022,0.1832,0.1832,0.19786,0.19419,0.20152,0.20885,0.20885,0.20518,0.20518,0.21618,0.17954,0.18686,0.19786,0.065952,0.10259,0.37739,0.38472,0.4067,0.40304,0.4121,0.42741,0.44322,0.4531,0.46384,0.47725,0.48751,0.50559,0.52755,0.88241,0.90253,0.9257,0.96095,1.089,0.87246,1.216,1.236,1.2729,1.7429,2.0785,2.1828,2.3517,2.3744,2.3442,2.3835,2.2995,2.3564,2.6701,3.0047,3.0794
Chile,CHL,Cement,GCP,CO2,0.41431,0.43611,0.50528,0.57785,0.6251,0.58512,0.67584,0.61044,0.61067,0.70869,1.0105,0.66407,0.65908,0.64343,0.65491,0.45696,0.42547,0.48698,0.49894,0.56191,0.64263,0.74011,0.4405,0.4781,0.51897,0.51747,0.50756,0.55074,0.63321,0.65765,0.676,0.715,0.8713,1.0046,1.1194,0.9918,0.9612,0.9459,1.1308,0.9508,1.0104,1.0132,1.0791,1.1133,1.1935,1.152,1.2363,1.3164,1.3074,1.0806,1.0465,1.0801,1.1275,1.0857,1.0219,1.0332,1.1203,0.9149,0.7304,0.8405,0.8797,0.9763,0.9763,0.9763
Chile,CHL,Coal,GCP,CO2,4.5104,4.4396,4.7716,4.602,4.4041,4.3602,4.3337,4.5535,4.6871,4.7302,4.7639,5.1523,4.3571,4.6716,4.4878,3.5682,3.6462,3.8509,3.9168,4.2466,5.1179,4.9325,3.2939,4.0414,5.2249,5.0572,5.299,5.2322,7.1888,9.8855,10.7074,8.6277,7.4562,7.6284,9.3615,10.3114,14.4153,18.6058,17.7704,18.5179,14.242,9.2632,9.3798,9.2443,10.2812,10.2519,12.5382,13.0072,16.7335,13.4315,16.5255,20.8482,23.4763,25.3963,24.3887,27.1942,27.0147,27.7536,27.0708,31.017,25.1937,24.0971,19.6808,14.4928
Chile,CHL,Gas,GCP,CO2,0.0916,0.10257,0.10261,0.10259,0.10259,0.11358,0.11356,0.12455,0.12826,0.1429,2.3673,2.4919,2.5541,2.2644,2.2567,2.2567,1.5977,1.5059,0.91234,1.418,1.4324,1.6417,1.6964,1.8027,1.81,1.847,1.6857,1.6525,2.2021,3.2536,2.6127,2.1981,2.6124,2.4476,2.6308,2.6163,2.6823,4.5287,6.4413,9.0318,11.919,13.5174,13.5055,14.7366,16.0483,15.5573,14.3336,8.7643,4.8255,6.3787,10.2267,10.4497,9.809,9.2923,8.2957,9.1124,9.9514,9.9437,9.9812,12.0514,11.0433,12.0833,12.868,12.4231
Chile,CHL,Gas flaring,GCP,CO2,1.5352,2.2601,2.9941,2.9605,2.5648,2.5062,2.22,2.4654,2.939,3.6164,2.0925,3.4629,4.2801,4.5873,3.6562,3.788,4.6063,3.0888,2.9678,3.0814,2.4655,1.2789,0.94165,0.75112,0.76211,0.62299,0.40677,0.35907,0.2748,0.30045,0.38476,0.23813,0.24182,0.19786,0.6295,0.80548,0.9083,0.80918,0.70601,0.75227,0.70386,0.65693,0.54786,0.41922,0.38189,0.34023,0.20883,0.16325,0.13477,0.13992,0.087864,0.065686,0.043508,0.046865,0.063716,0.089663,0.10029,0.057815,0.08873,0.045957,0.027824,0.011623,0.0081744,0.0055391
Chile,CHL,Oil,GCP,CO2,6.925,7.2163,8.3338,9.094,9.8085,10.1823,11.4294,11.4845,12.8372,13.3333,14.4017,15.2846,16.2886,15.4218,14.8224,12.8769,13.7531,14.0844,14.5461,15.4218,15.4415,15.7539,14.1027,13.6008,13.6887,13.2476,14.1234,14.6157,16.3011,17.9206,18.5272,19.1128,20.8188,22.8194,24.2337,26.8375,29.2593,31.0524,31.21,32.1553,30.6274,28.4676,30.3233,29.5868,31.3235,33.826,35.735,47.2253,47.5514,44.9291,43.4609,45.6278,45.1645,45.9156,43.8198,44.3527,46.0638,45.4683,46.5678,48.0223,43.0337,46.4868,49.0037,49.3899
Chile,CHL,Total fossil fuels and cement,GCP,CO2,13.4765,14.4547,16.7074,17.337,17.5051,17.7473,18.7725,19.2383,21.2022,22.5315,24.6358,27.0558,28.139,27.5885,25.878,22.9467,24.0289,23.0169,22.842,24.7297,25.0999,24.3471,20.4753,20.6741,22.0047,21.2922,22.0225,22.4102,26.6,32.0178,32.9081,30.8918,32.0006,34.0978,37.9749,41.5625,48.2263,55.942,57.2585,61.408,58.5026,52.9184,54.8356,55.1002,59.2284,61.1275,64.0519,70.4764,70.5525,65.9598,71.3475,78.0715,79.6208,81.7368,77.5899,81.7822,84.2505,84.1383,84.4389,91.9771,80.1782,83.6552,82.5369,77.2877
China,CHN,Cement,GCP,CO2,6.5142,2.5849,2.4975,3.3549,5.0324,6.8014,8.3873,6.0855,5.253,7.6131,10.7183,13.124,14.7172,15.4559,15.3402,19.1022,19.253,22.906,26.8101,30.32,32.7124,33.9027,38.8699,44.1265,50.0658,59.301,67.362,75.4287,84.9606,84.8861,84.5131,101.3051,122.4451,142.7738,164.3768,184.6369,192.8532,202.8738,211.3687,228.322,244.3882,270.8282,282.6882,353.6792,368.3964,411.6488,470.0866,514.9808,525.9245,583.5603,639.5919,708.5643,714.7817,748.3231,770.2836,718.559,740.7762,753.4388,765.8355,819.9655,849.9757,843.7773,756.0204,718.017
China,CHN,Coal,GCP,CO2,748.3757,522.4754,411.9252,406.1285,401.5741,432.9932,469.7655,383.5988,412.7203,501.1766,665.866,736.4243,770.7218,783.7413,776.1012,906.6385,910.3895,998.6085,1117.4467,1147.5473,1122.6643,1125.0047,1248.8561,1321.843,1454.1976,1584.5115,1657.3914,1770.2689,1892.6978,1920.2394,1976.684,2049.9201,2114.715,2228.7452,2380.5858,2569.7537,2660.4011,2609.5558,2444.771,2580.9921,2601.7624,2637.6513,3018.6377,3601.712,3835.2883,4424.3533,4905.3669,5289.8744,5729.4729,6028.4891,6568.7431,7309.7093,7464.7441,7493.4076,7424.9934,7266.9202,7071.3551,7163.2556,7316.3668,7523.0237,7679.4839,8141.342,8168.8993,8550.8437
China,CHN,Gas,GCP,CO2,1.9932,2.8176,2.323,1.9566,2.0299,2.1105,2.5684,2.7993,2.6857,3.7593,5.5033,7.1741,9.2809,11.4683,14.4398,16.9716,19.368,23.2371,26.2855,27.7767,27.3188,24.3876,22.9,23.4386,24.2264,24.8199,26.3515,26.6006,27.3115,28.8211,29.301,30.7776,30.239,35.7277,41.568,42.4364,44.47,44.1585,50.5009,54.5716,59.7965,67.1575,53.9927,60.7455,71.5213,84.9572,103.7535,129.5151,149.6745,164.4037,199.5853,245.99,277.5993,320.1273,370.2216,380.0522,421.7264,486.3594,575.3689,630.1714,676.4733,765.3327,760.0587,814.7829
China,CHN,Gas flaring,GCP,CO2,,,,,,,,,,,,0.79142,1.0223,1.2641,1.6341,1.9053,1.9053,2.1801,2.737,3.0631,3.0118,2.6894,2.5245,2.6711,3.2133,0,0,0,0,0,0,0,0,0,3.7366,3.7283,5.5844,5.4249,4.1322,4.4325,4.7367,4.7827,4.4857,5.1796,5.192,5.5875,5.5342,4.9648,4.6656,4.5565,3.9741,3.8533,3.7326,3.6325,3.9304,3.9013,3.0904,2.9693,3.4084,3.8393,5.1697,4.8124,4.6784,4.4938
China,CHN,Oil,GCP,CO2,22.9916,22.3357,21.7642,23.2703,27.7294,34.9985,44.5466,42.4987,48.6506,66.8497,94.6448,120.0908,138.3275,158.8191,182.5735,204.1911,238.9851,257.4839,281.9924,278.4267,273.2025,256.3744,257.81,263.7714,271.4511,284.5939,303.0683,321.5233,343.1299,354.4412,330.2913,356.0272,385.793,428.5488,423.7118,468.2299,510.6224,557.9612,559.262,596.7514,648.6856,659.3002,653.086,727.0988,839.0926,850.1726,898.5337,927.3511,970.1178,982.3477,1092.5714,1123.8587,1176.7119,1234.6214,1255.6052,1328.8051,1357.8381,1430.5868,1500.474,1559.7282,1523.0515,1521.1096,1489.3421,1642.8268
China,CHN,Total fossil fuels and cement,GCP,CO2,798.7999,570.6302,459.6181,456.7794,460.6371,500.2864,549.4593,460.2259,495.5066,607.6834,807.9526,909.2097,968.6456,1008.2926,1028.0999,1183.215,1226.4213,1340.8311,1492.7778,1525.6611,1494.4959,1476.4879,1606.585,1694.2168,1844.828,1998.0829,2104.2134,2257.7385,2425.8936,2463.6544,2484.8548,2606.0962,2730.7876,2921.651,3103.7387,3361.6372,3508.8181,3515.5942,3364.5876,3557.2746,3649.2266,3728.5098,4103.0464,4841.1187,5217.3509,5882.1062,6494.3307,6983.5474,7501.4976,7891.0783,8620.5757,9532.3321,9779.2921,9956.3289,9990.2573,9863.4568,9762.7137,10006.343,10332.9924,10713.9848,10905.693,11447.9129,11350.5377,11902.5032
Colombia,COL,Cement,GCP,CO2,0.72322,0.78864,0.86133,0.90841,0.97019,1.0138,1.0249,1.043,1.1701,1.1811,1.381,1.3983,1.4901,1.5634,1.6815,1.481,1.7206,1.5606,1.9557,1.9918,2.0238,2.0582,2.3083,2.1529,2.3922,2.4295,2.6866,2.6495,2.9858,2.9109,2.722,2.72,2.889,3.318,3.92,3.896,3.73,3.85,3.815,2.879,3.241,3.115,3.105,3.376,3.442,4.125,4.117,4.541,4.439,3.93,4.039,4.588,5.051,4.79,5.277,5.5512,5.3166,5.233,5.3015,5.5367,5.0414,5.8704,6.2169,6.0465
Colombia,COL,Coal,GCP,CO2,6.6795,7.1924,7.7054,8.2133,7.7041,7.1913,6.4193,7.9582,7.9571,8.5151,5.8074,6.5007,6.6897,7.7677,8.3091,8.7789,9.2177,9.4137,9.8965,11.2567,10.3004,10.6614,10.9875,12.1388,11.9959,12.2075,12.039,12.4649,12.5492,12.966,13.8838,12.4136,13.6667,14.2062,13.6118,14.1357,12.5126,12.2891,11.6882,9.684,10.2269,10.3215,9.2669,10.4058,7.2809,10.2336,9.3505,8.0535,10.7685,11.8017,13.4725,13.7846,11.5411,17.8034,18.0489,19.1444,19.4229,14.6859,13.7144,18.1522,16.7768,11.6112,10.4647,16.0016
Colombia,COL,Gas,GCP,CO2,0.68883,0.71082,1.0736,1.3042,1.3811,1.7035,2.0225,2.1068,2.1761,2.4256,2.715,3.0122,3.5353,3.686,3.5684,3.598,3.7003,4.203,5.5693,5.9728,6.9072,7.3824,7.7231,8.4712,8.5188,7.3494,6.8951,7.1851,7.5332,7.0637,8.3728,8.6947,8.3649,8.6439,8.9768,8.2953,10.2336,12.4539,13.0219,11.2008,12.4877,13.26,13.2462,12.6811,13.3489,14.0075,14.0331,14.0331,17.5176,20.097,21.9877,21.0507,22.8989,22.3394,23.9076,24.4059,22.8963,22.7837,23.5302,24.2237,23.9506,21.7605,21.6888,22.4978
Colombia,COL,Gas flaring,GCP,CO2,0.3664,0.30778,0.27114,0.34069,0.6704,1.7511,1.7111,1.2531,0.98548,1.352,1.1029,1.2606,1.1247,1.0442,1.1284,1.4363,1.5241,1.561,1.5755,1.4291,1.037,1.1467,1.1284,1.2164,1.1542,1.1064,1.0002,0.8757,0.78776,0.74008,0.80613,0.82806,0.92333,1.1322,0.9686,1.3012,0.85994,1.8662,1.9162,1.3191,1.3072,1.6091,1.5591,1.2698,1.0485,0.85676,0.83111,0.84394,0.79758,0.89684,1.0689,1.4598,1.8507,1.6624,1.627,1.5428,1.1094,1.0335,1.045,1.0034,0.73304,0.61576,0.45817,0.60277
Colombia,COL,Oil,GCP,CO2,7.9326,9.1966,9.5081,10.4662,10.9572,11.1991,12.2964,12.3257,14.284,14.5424,17.3637,18.1097,18.5853,19.5694,21.707,20.5147,21.817,22.5027,22.5373,23.6164,23.9059,23.0117,23.532,25.2303,24.6404,24.9866,26.1334,26.9487,28.2788,29.4016,31.113,31.9977,35.6507,36.0375,39.5602,31.7925,32.5766,34.797,35.3576,30.3929,29.3285,28.5426,28.724,29.6454,29.5265,30.9388,33.9726,33.02,33.4413,35.735,35.6984,35.341,38.9135,41.5095,45.2174,47.4195,45.4629,42.8743,43.1399,45.5819,43.2298,54.4654,59.4639,60.09
Colombia,COL,Total fossil fuels and cement,GCP,CO2,16.3905,18.1963,19.4195,21.2328,21.6829,22.8587,23.4742,24.6868,26.5728,28.0163,28.3701,30.2814,31.4252,33.6308,36.3944,35.809,37.9797,39.241,41.5342,44.2669,44.1742,44.2603,45.6793,49.2096,48.7015,48.0795,48.7543,50.124,52.1347,53.0823,56.8977,56.6541,61.4947,63.3378,67.0374,59.4207,59.9127,65.2562,65.7988,55.4758,56.5914,56.8482,55.9012,57.3781,54.6468,60.1616,62.3044,60.4915,66.964,72.4606,76.2665,76.2242,80.2553,88.1047,94.0779,98.0637,94.2081,86.6105,86.731,94.4979,89.7315,94.3233,98.2925,105.2387
Comoros,COM,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Comoros,COM,Oil,GCP,CO2,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.01832,0.01832,0.01832,0.01832,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.040304,0.040304,0.029312,0.021984,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.043968,0.047632,0.051296,0.051296,0.065952,0.065952,0.069616,0.07328,0.07328,0.076944,0.080608,0.084272,0.0916,0.095264,0.10259,0.10626,0.10626,0.13557,0.14656,0.1429,0.16488,0.10626,0.10992,0.13557,0.16122,0.1429,0.15389,0.1832,0.16122,0.17954,0.20885,0.26014,0.28579,0.31144,0.37373,0.4983,0.45092,0.44873
